MeV.Endothelial.0.index	MeV.Endothelial.0.Term	MeV.Endothelial.0.NES	MeV.Endothelial.0.FDR q-val	MeV.1.4.11.index	MeV.1.4.11.Term	MeV.1.4.11.NES	MeV.1.4.11.FDR q-val	MeV.1.4.12.index	MeV.1.4.12.Term	MeV.1.4.12.NES	MeV.1.4.12.FDR q-val	MeV.1.4.13.index	MeV.1.4.13.Term	MeV.1.4.13.NES	MeV.1.4.13.FDR q-val	MeV.Endothelial.3.index	MeV.Endothelial.3.Term	MeV.Endothelial.3.NES	MeV.Endothelial.3.FDR q-val	MeV.1.4.2.index	MeV.1.4.2.Term	MeV.1.4.2.NES	MeV.1.4.2.FDR q-val	MeV.Endothelial_Injury.4.index	MeV.Endothelial_Injury.4.Term	MeV.Endothelial_Injury.4.NES	MeV.Endothelial_Injury.4.FDR q-val	MeV.Immune_doublets.0.index	MeV.Immune_doublets.0.Term	MeV.Immune_doublets.0.NES	MeV.Immune_doublets.0.FDR q-val	MeV.1.4.4.index	MeV.1.4.4.Term	MeV.1.4.4.NES	MeV.1.4.4.FDR q-val	MeV.Endothelial.2.index	MeV.Endothelial.2.Term	MeV.Endothelial.2.NES	MeV.Endothelial.2.FDR q-val	MeV.1.4.6.index	MeV.1.4.6.Term	MeV.1.4.6.NES	MeV.1.4.6.FDR q-val	MeV.1.4.7.index	MeV.1.4.7.Term	MeV.1.4.7.NES	MeV.1.4.7.FDR q-val	MeV.Low_Quality.0.index	MeV.Low_Quality.0.Term	MeV.Low_Quality.0.NES	MeV.Low_Quality.0.FDR q-val	MeV.2.1.index	MeV.2.1.Term	MeV.2.1.NES	MeV.2.1.FDR q-val	MeV.2.8.index	MeV.2.8.Term	MeV.2.8.NES	MeV.2.8.FDR q-val	MeV.3.17.index	MeV.3.17.Term	MeV.3.17.NES	MeV.3.17.FDR q-val	MeV.Proliferative_Fibr.0.index	MeV.Proliferative_Fibr.0.Term	MeV.Proliferative_Fibr.0.NES	MeV.Proliferative_Fibr.0.FDR q-val	ytes.0.index	ytes.0.Term	ytes.0.NES	ytes.0.FDR q-val	MeV.VLMC.1.index	MeV.VLMC.1.Term	MeV.VLMC.1.NES	MeV.VLMC.1.FDR q-val	MeV.Epithelial_ECad.0.index	MeV.Epithelial_ECad.0.Term	MeV.Epithelial_ECad.0.NES	MeV.Epithelial_ECad.0.FDR q-val	MeV.Fib_CD34.0.index	MeV.Fib_CD34.0.Term	MeV.Fib_CD34.0.NES	MeV.Fib_CD34.0.FDR q-val	MeV.SMC.0.index	MeV.SMC.0.Term	MeV.SMC.0.NES	MeV.SMC.0.FDR q-val	MeV.VLMC.0.index	MeV.VLMC.0.Term	MeV.VLMC.0.NES	MeV.VLMC.0.FDR q-val
				69.0	regulation of endothelial cell proliferation (GO:0001936)	-2.125129276794605	0.0023134559180916									69.0	external encapsulating structure organization (GO:0045229)	-2.109460534220001	0.0029854228831135	69.0	positive regulation of macromolecule biosynthetic process (GO:0010557)	-1.8942324566228108	0.0335697475069872					69	defense response to fungus (GO:0050832)	1.8033092946612823	0.0096722771346945																	69.0	regulation of ubiquitin protein ligase activity (GO:1904666)	1.8411008062882483	0.0049812426212113													69.0	regulation of mitotic cell cycle phase transition (GO:1901990)	1.8321159593373264	0.041906484538965																								
				70.0	regulation of ossification (GO:0030278)	-2.1380538208873685	0.00195018598054									70.0	regulation of actomyosin structure organization (GO:0110020)	-2.1191713994238564	0.0035825074597362	70.0	apical junction assembly (GO:0043297)	-1.8948157693304104	0.0338683693367051					70	positive regulation of immune response (GO:0050778)	1.801562126858988	0.0099695046010615																	70.0	aggrephagy (GO:0035973)	1.8380941616528248	0.0053351611894962													70.0	double-strand break repair (GO:0006302)	1.8283653145508807	0.0455086024466129																								
				71.0	extracellular matrix organization (GO:0030198)	-2.1449679424188206	0.0017666390647245									71.0	collagen fibril organization (GO:0030199)	-2.135862361709366	0.0041795920363589	71.0	regulation of endothelial cell chemotaxis (GO:2001026)	-1.9008332975926427	0.0315403521353979					71	positive regulation of cytokine production (GO:0001819)	1.801435887619277	0.0098595350253493																	71.0	interleukin-12-mediated signaling pathway (GO:0035722)	1.8375083297439123	0.0053824708453433													71.0	positive regulation of mitotic cell cycle phase transition (GO:1901992)	1.827817734059342	0.0454638373342927																								
				72.0	branching morphogenesis of an epithelial tube (GO:0048754)	-2.190670618405278	0.0008412566974878									72.0	extracellular structure organization (GO:0043062)	-2.1649110072955784	0.0023883383064908	72.0	stress fiber assembly (GO:0043149)	-1.902137003473908	0.0316673856115869					72	pattern recognition receptor signaling pathway (GO:0002221)	1.7979409949075669	0.0109892164871975																	72.0	neutrophil activation involved in immune response (GO:0002283)	1.8367301704995624	0.0054417894549273													72.0	negative regulation of centrosome duplication (GO:0010826)	1.826408316393792	0.0464538688505451																								
				73.0	epithelial tube morphogenesis (GO:0060562)	-2.204324792435201	0.0004732068923369													73.0	contractile actin filament bundle assembly (GO:0030038)	-1.902137003473908	0.0316673856115869					73	regulation of toll-like receptor 2 signaling pathway (GO:0034135)	1.7970178159916144	0.011117969663017																	73.0	neutrophil degranulation (GO:0043312)	1.836464063175548	0.0054076276893674													73.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.250491213476732	0.000683157621255																								
				74.0	peptide biosynthetic process (GO:0043043)	-2.2660135163858803	0.0003605385846376													74.0	tight junction assembly (GO:0120192)	-1.9107056721286804	0.0295398609968549					74	positive regulation of production of molecular mediator of immune response (GO:0002702)	1.7959509143184835	0.0112843233238102																	74.0	mitochondrial translational termination (GO:0070126)	1.8355943040982583	0.0054261781273957													74.0	cotranslational protein targeting to membrane (GO:0006613)	-2.4178888636351004	0.0																								
				75.0	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	-2.307166621660238	0.0002103141743719													75.0	regulation of endothelial cell apoptotic process (GO:2000351)	-1.9126689356110131	0.0295842818404592					75	positive regulation of myeloid leukocyte differentiation (GO:0002763)	1.7957777246629107	0.0111898373629649																	75.0	canonical glycolysis (GO:0061621)	1.835319396731236	0.0053104663042035													75.0	cytoplasmic translation (GO:0002181)	-2.510835494205502	0.0																								
				76.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.471821172721106	0.0													76.0	endothelial cell proliferation (GO:0001935)	-1.915129138310772	0.029519075842762					76	regulation of interleukin-10 production (GO:0032653)	1.7936640944783475	0.0116973268929225																	76.0	glucose catabolic process to pyruvate (GO:0061718)	1.835319396731236	0.0053104663042035													76.0	protein targeting to ER (GO:0045047)	-2.576095264329718	0.0																								
				77.0	cytoplasmic translation (GO:0002181)	-2.690110300316496	0.0													77.0	blood vessel morphogenesis (GO:0048514)	-1.9178983256120763	0.0293728239403264					77	regulation of microglial cell activation (GO:1903978)	1.7935197835313508	0.0115736649474977																	77.0	negative regulation of hemostasis (GO:1900047)	1.8315088861387965	0.005628402133245													77.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.62790976641918	0.0																								
				78.0	protein targeting to ER (GO:0045047)	-2.733109047411276	0.0													78.0	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	-1.9347156299043864	0.0236919578928125					78	inflammatory response (GO:0006954)	1.793196428696214	0.0115050753335971																	78.0	amyloid fibril formation (GO:1990000)	1.828653483991372	0.0059628781421715																																								
				79.0	cotranslational protein targeting to membrane (GO:0006613)	-2.7648316082759026	0.0													79.0	antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	-1.9399844710993623	0.0224455526605212					79	regulation of calcium-mediated signaling (GO:0050848)	1.7927748348194863	0.0114510235547302																	79.0	neutrophil mediated immunity (GO:0002446)	1.828138858442197	0.0059976103705253																																								
				80.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.871218244623796	0.0													80.0	positive regulation of focal adhesion assembly (GO:0051894)	-1.942113264771213	0.0224305068909133					80	organophosphate catabolic process (GO:0046434)	1.791990435365192	0.01157561337594																	80.0	negative regulation of lipid catabolic process (GO:0050995)	1.8271219754929569	0.006031485012994																																								
																				81.0	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	-1.962647340515384	0.0169314431782006					81	cellular response to lipopolysaccharide (GO:0071222)	1.7907081087103702	0.0118347781200937																	81.0	modulation by symbiont of host process (GO:0044003)	1.825064924057595	0.0062540501148166																																								
																				82.0	receptor signaling pathway via JAK-STAT (GO:0007259)	-1.9672763955384176	0.0164458077798621					82	negative regulation of immune response (GO:0050777)	1.7897305935281482	0.0120011806653009																	82.0	glycolytic process through glucose-6-phosphate (GO:0061620)	1.8222776265663183	0.0067286980401972																																								
																				83.0	regulation of systemic arterial blood pressure by hormone (GO:0001990)	-1.979693184316726	0.0135214355759128					83	positive regulation of immune system process (GO:0002684)	1.787751339511235	0.0124689330233877																	83.0	platelet aggregation (GO:0070527)	1.8219290256304617	0.0067064083572483																																								
																				84.0	regulation of cellular component biogenesis (GO:0044087)	-1.979927426605165	0.014041490790371					84	interferon-gamma-mediated signaling pathway (GO:0060333)	1.787648615807921	0.0123825836686944																	84.0	reverse cholesterol transport (GO:0043691)	1.8214188749114977	0.0066960698778335																																								
																				85.0	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	-1.9799932173267376	0.0146031504219859					85	regulation of phagocytosis, engulfment (GO:0060099)	1.7868499817136465	0.0124771693411263																	85.0	regulation of amyloid fibril formation (GO:1905906)	1.820264097450041	0.0068102044128176																																								
																				86.0	negative regulation of DNA binding (GO:0043392)	-1.9824940976231056	0.0145755893076587					86	superoxide anion generation (GO:0042554)	1.7841486040095966	0.013206313607803																	86.0	negative regulation of ubiquitin-protein transferase activity (GO:0051444)	1.8180360106354287	0.0071115041296005																																								
																				87.0	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	-1.9926636405486384	0.0129970472245367					87	negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	1.7837238951358874	0.0132427596031492																	87.0	negative regulation of interleukin-2 production (GO:0032703)	1.8172695537459556	0.007185212276798																																								
																				88.0	regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	-1.9937744308560983	0.0131252579418387					88	innate immune response (GO:0045087)	1.7827597475823098	0.0133936503598238																	88.0	regulation of endopeptidase activity (GO:0052548)	1.8170657691646652	0.0071699586288226																																								
																				89.0	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	-2.0026972094307256	0.0119330538955169					89	negative regulation of cytokine production (GO:0001818)	1.7804832178745462	0.0140085185504675																	89.0	cellular component disassembly (GO:0022411)	1.8160676419910415	0.0072305874012631																																								
																				90.0	maintenance of blood-brain barrier (GO:0035633)	-2.0111697683813734	0.0110032448737089					90	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	1.7796665299546384	0.0140349475905532																	90.0	extracellular matrix disassembly (GO:0022617)	1.815763038556376	0.0071724770547547																																								
																				91.0	positive regulation of cell-matrix adhesion (GO:0001954)	-2.013012365912434	0.0113145627238016					91	positive regulation of interleukin-17 production (GO:0032740)	1.7769179566506903	0.0148413382845765																	91.0	alcohol catabolic process (GO:0046164)	1.8153992594399933	0.0071789738636811																																								
																				92.0	positive regulation of blood vessel endothelial cell migration (GO:0043536)	-2.016388117121694	0.0109537762069677					92	negative regulation of interleukin-10 production (GO:0032693)	1.7752218251056169	0.0153766830042927																	92.0	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	1.8036868156958936	0.0091278768252826																																								
																				93.0	regulation of DNA binding (GO:0051101)	-2.03735177717553	0.0078567882471229					93	negative regulation of interleukin-6 production (GO:0032715)	1.7742237024840002	0.0156496321531372																	93.0	regulation of tau-protein kinase activity (GO:1902947)	1.803656580630988	0.0090307717526732																																								
																				94.0	sprouting angiogenesis (GO:0002040)	-2.0382984398586377	0.0082683342981627					94	plasma membrane invagination (GO:0099024)	1.7739241576781248	0.015592883138356																	94.0	negative regulation of platelet activation (GO:0010544)	1.802900063633768	0.0090992938074026																																								
																				95.0	growth hormone receptor signaling pathway (GO:0060396)	-2.0553597084302293	0.0065298640098311					95	B cell differentiation (GO:0030183)	1.7702427413573956	0.0167020808287078																	95.0	antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	1.8009251207653023	0.0093990891265487																																								
																				96.0	positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	-2.0568694649109736	0.0067237004182862					96	positive regulation of tumor necrosis factor production (GO:0032760)	1.76787617693536	0.0172913482984346																	96.0	negative regulation of lipid metabolic process (GO:0045833)	1.799614434951094	0.0095425062533673																																								
																				97.0	Notch signaling pathway (GO:0007219)	-2.0657228672825823	0.0064581072624703					97	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	1.7664639316250628	0.017606894091511																	97.0	translational termination (GO:0006415)	1.7959196638640764	0.0102082767605406																																								
																				98.0	protein localization to cell-cell junction (GO:0150105)	-2.079375995801123	0.0059362400089373					98	positive regulation of immune effector process (GO:0002699)	1.7660400205925988	0.0176259265140507																	98.0	platelet degranulation (GO:0002576)	1.7933684610590244	0.0106251372531452																																								
																				99.0	regulation of sprouting angiogenesis (GO:1903670)	-2.0966331904504485	0.0042787184480003					99	leukocyte cell-cell adhesion (GO:0007159)	1.765732783577784	0.0175932859093951																	99.0	positive regulation of peptidase activity (GO:0010952)	1.7869173160132417	0.0119952207410507																																								
																				100.0	cellular response to transforming growth factor beta stimulus (GO:0071560)	-2.1000247887226906	0.004452180006703					100	positive regulation of chemokine production (GO:0032722)	1.7655714881429694	0.0175003502132539																	100.0	negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	1.7862014340251129	0.0120976371445399																																								
																				101.0	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	-2.127876912876354	0.0021200857174776					101	phagosome maturation (GO:0090382)	1.7641920049516502	0.0179523325606072																	101.0	protein localization to vacuole (GO:0072665)	1.7860004446403397	0.0120266442771669																																								
																				102.0	positive regulation of transcription of Notch receptor target (GO:0007221)	-2.1299117318241527	0.0022260900033515					102	negative regulation of interleukin-17 production (GO:0032700)	1.763059148486923	0.0181963448478388																	102.0	microglial cell activation (GO:0001774)	1.7842570552292858	0.0123719426219556																																								
																				103.0	positive regulation of epithelial cell migration (GO:0010634)	-2.140163439017341	0.0019989379621931					103	myeloid cell differentiation (GO:0030099)	1.7606792255935777	0.0190866832443818																	103.0	morphogenesis of a polarized epithelium (GO:0001738)	1.7824442362142014	0.0126825831254647																																								
																				104.0	transforming growth factor beta receptor signaling pathway (GO:0007179)	-2.1435121737006484	0.0021200857174776					104	regulation of antigen receptor-mediated signaling pathway (GO:0050854)	1.7606196233327316	0.0189049053087211																	104.0	carbohydrate catabolic process (GO:0016052)	1.781343303628019	0.0128115525169503																																								
																				105.0	positive regulation of endothelial cell migration (GO:0010595)	-2.217145145152087	0.0007632308582919					105	regulation of mast cell activation (GO:0033003)	1.7603835481935597	0.0188039796039137																	105.0	mitochondrial translation (GO:0032543)	1.773943014401151	0.0148439825838379																																								
																				106.0	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	-2.2495535972360035	0.0006360257152432					106	T cell differentiation (GO:0030217)	1.7571261439764412	0.0200184087511604																	106.0	negative regulation of oxidative stress-induced cell death (GO:1903202)	1.7725678307479489	0.0151228103633059																																								
																				107.0	establishment of endothelial barrier (GO:0061028)	-2.2768488436297463	0.0					107	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	1.756802549238722	0.0200040277103909																	107.0	maturation of SSU-rRNA (GO:0030490)	1.7723519842358133	0.0150277506809835																																								
																				108.0	regulation of endothelial cell migration (GO:0010594)	-2.3110140625656657	0.0					108	cellular response to molecule of bacterial origin (GO:0071219)	1.7564074628531865	0.0200087334332115																	108.0	regulation of receptor-mediated endocytosis (GO:0048259)	1.7697117815816148	0.0157898682562433																																								
																				109.0	regulation of cell junction assembly (GO:1901888)	-2.3306618617364325	0.0					109	regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	1.756385436133315	0.0198454876306349																	109.0	positive regulation of lipid transport (GO:0032370)	1.7673253522185757	0.0164586613627667																																								
																												110	regulation of cytokine production involved in inflammatory response (GO:1900015)	1.756326040293685	0.0196851831938705																	110.0	positive regulation of cellular component movement (GO:0051272)	1.7670119956834762	0.0164241378202956																																								
																												111	regulation of lymphocyte activation (GO:0051249)	1.756121174990123	0.0196101755164592																	111.0	regulation of blood vessel endothelial cell migration (GO:0043535)	1.7658412003562938	0.0166764094021404																																								
																												112	regulation of lymphocyte differentiation (GO:0045619)	1.7560852905624698	0.0194729473286991																	112.0	regulation of phagocytosis (GO:0050764)	1.7650925904699648	0.0168726439860146																																								
																												113	peptidyl-tyrosine modification (GO:0018212)	1.7529644047606965	0.0206879260936521																	113.0	toll-like receptor signaling pathway (GO:0002224)	1.7616541807531163	0.017644791643381																																								
																												114	cellular lipid catabolic process (GO:0044242)	1.7517033718705373	0.0211056988016878																	114.0	pre-replicative complex assembly (GO:0036388)	1.7561952627069717	0.0195437006124214																																								
																												115	integrin-mediated signaling pathway (GO:0007229)	1.749645187311414	0.0218434785343349																	115.0	negative regulation of coagulation (GO:0050819)	1.756037039289194	0.0194338317324995																																								
																												116	antigen receptor-mediated signaling pathway (GO:0050851)	1.7481112182842031	0.0224195918717815																	116.0	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	1.750659309554873	0.0214759237739011																																								
																												117	positive regulation of myeloid leukocyte mediated immunity (GO:0002888)	1.7472730327526047	0.0226295020122327																	117.0	regulation of peptidase activity (GO:0052547)	1.7495608901951518	0.0219112589121507																																								
																												118	myeloid cell activation involved in immune response (GO:0002275)	1.7452396465711555	0.0234738062725251																	118.0	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	1.7467944110168792	0.0228698047265841																																								
																												119	chemokine-mediated signaling pathway (GO:0070098)	1.7452232458181711	0.0232952886798356																	119.0	cellular divalent inorganic cation homeostasis (GO:0072503)	1.7391515921664042	0.0259572691744601																																								
																												120	positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	1.7442641997118549	0.0234673230355423																	120.0	neuron cell-cell adhesion (GO:0007158)	1.7379529644725715	0.0264491266047193																																								
																												121	regulation of tumor necrosis factor production (GO:0032680)	1.7439872913846308	0.0234095053155646																	121.0	energy coupled proton transport, down electrochemical gradient (GO:0015985)	1.7364580015964106	0.0268692307699252																																								
																												122	positive regulation of T-helper 1 type immune response (GO:0002827)	1.7438900571617475	0.0233192668243706																	122.0	regulation of protein-containing complex assembly (GO:0043254)	1.7355370815234328	0.0271324699425631																																								
																												123	defense response to protozoan (GO:0042832)	1.7430283294757614	0.0235365834723168																	123.0	neutrophil chemotaxis (GO:0030593)	1.7341361797184616	0.0275716187857508																																								
																												124	cellular response to low-density lipoprotein particle stimulus (GO:0071404)	1.7417118510850769	0.0240294535942665																	124.0	positive regulation of receptor-mediated endocytosis (GO:0048260)	1.7322749131372923	0.0283456293203908																																								
																												125	response to thyroid hormone (GO:0097066)	1.7413699932637998	0.0240341431831803																	125.0	gluconeogenesis (GO:0006094)	1.7310572771297192	0.028644843052339																																								
																												126	mature B cell differentiation involved in immune response (GO:0002313)	1.739964597493795	0.0245961091775249																	126.0	negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	1.7307570267661705	0.0286410798401193																																								
																												127	positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	1.7392000444917268	0.0249168758620214																	127.0	response to metal ion (GO:0010038)	1.7294493399734856	0.0290547192671327																																								
																												128	neutrophil activation (GO:0042119)	1.7384808837709302	0.025121337124677																	128.0	immunoglobulin mediated immune response (GO:0016064)	1.726280880928372	0.0304407478618261																																								
																												129	positive regulation of B cell proliferation (GO:0030890)	1.7377264688311416	0.0253936730461688																	129.0	protein localization to lysosome (GO:0061462)	1.72536193033082	0.0307968233538532																																								
																												130	regulation of macrophage cytokine production (GO:0010935)	1.7362711058438731	0.026037734248209																	130.0	homotypic cell-cell adhesion (GO:0034109)	1.7223560239551503	0.0321483927021641																																								
																												131	positive regulation of natural killer cell mediated immunity (GO:0002717)	1.7358135963771597	0.0260580827167602																	131.0	mitochondrial transport (GO:0006839)	1.7217852359342003	0.0321918112759767																																								
																												132	negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	1.734790388309047	0.0264406427573627																	132.0	positive regulation of locomotion (GO:0040017)	1.7206308452182768	0.0327822872403135																																								
																												133	cortical actin cytoskeleton organization (GO:0030866)	1.7331810404060886	0.027123716103297																	133.0	negative regulation of blood coagulation (GO:0030195)	1.7193814624398769	0.0332117357154479																																								
																												134	lymphocyte differentiation (GO:0030098)	1.7327769657700116	0.0271811612991712																	134.0	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	1.719074415971225	0.0330448636159222																																								
																												135	lipopolysaccharide-mediated signaling pathway (GO:0031663)	1.7309794833494672	0.0279845184032995																	135.0	negative regulation of amyloid-beta formation (GO:1902430)	1.715262392201677	0.0348801250888855																																								
																												136	arachidonic acid metabolic process (GO:0019369)	1.7304922898707578	0.0280947452627313																	136.0	neutrophil migration (GO:1990266)	1.7141118478762405	0.0353415735654943																																								
																												137	B cell proliferation (GO:0042100)	1.7302573394350962	0.0280398337137103																	137.0	mitochondrial respiratory chain complex assembly (GO:0033108)	1.7122312173863588	0.0363945822049954																																								
																												138	positive regulation of B cell activation (GO:0050871)	1.7286282855456303	0.02870159150183																	138.0	hydrogen peroxide metabolic process (GO:0042743)	1.7099803450857023	0.0375582159922803																																								
																												139	cellular response to chemokine (GO:1990869)	1.7275815304139706	0.0291194161615727																	139.0	regulated exocytosis (GO:0045055)	1.7091392985076046	0.0378241431348808																																								
																												140	positive regulation of interleukin-8 production (GO:0032757)	1.727409950321607	0.0290002016561623																	140.0	cholesterol efflux (GO:0033344)	1.7057870007807412	0.0400495095118553																																								
																												141	B cell homeostasis (GO:0001782)	1.7238452680657723	0.0310932955093978																	141.0	positive regulation of phospholipid transport (GO:2001140)	1.7032718764173604	0.0413953788702967																																								
																												142	positive regulation of extracellular matrix organization (GO:1903055)	1.7230720142677582	0.0313851967842784																	142.0	regulation of proteasomal protein catabolic process (GO:0061136)	1.7024932123378236	0.0416764386439158																																								
																												143	T cell differentiation in thymus (GO:0033077)	1.7224410294268957	0.0315448129279241																	143.0	positive regulation of endocytosis (GO:0045807)	1.6983094688800375	0.0443682872439452																																								
																												144	cellular response to thyroid hormone stimulus (GO:0097067)	1.7217265702574631	0.0318083496325084																	144.0	nucleotide-excision repair, DNA damage recognition (GO:0000715)	1.6982610336368078	0.04408909279218																																								
																												145	regulation of tissue remodeling (GO:0034103)	1.7215894085611143	0.0317310112891203																	145.0	response to interferon-alpha (GO:0035455)	1.6973999491664875	0.0443459272696159																																								
																												146	positive regulation of neutrophil migration (GO:1902624)	1.7176881450183077	0.0340902408390928																	146.0	response to interferon-gamma (GO:0034341)	1.6973219730210296	0.0440772907893634																																								
																												147	positive regulation of calcium-mediated signaling (GO:0050850)	1.7173777258948804	0.0340470492423563																	147.0	cellular response to metal ion (GO:0071248)	1.6970869543805376	0.0439566629409991																																								
																												148	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	1.717053849932624	0.0340526315799668																	148.0	establishment of protein localization to mitochondrion (GO:0072655)	1.6959257917973465	0.0444569222367559																																								
																												149	positive regulation of granulocyte chemotaxis (GO:0071624)	1.7151870876481263	0.035172893851125																	149.0	response to unfolded protein (GO:0006986)	1.695558158585578	0.044413073718147																																								
																												150	negative regulation of interferon-gamma production (GO:0032689)	1.7151599307313417	0.0349603418569101																	150.0	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	1.695192317649025	0.0443826705167978																																								
																												151	positive regulation of superoxide anion generation (GO:0032930)	1.7149632354057562	0.0348248255686967																	151.0	positive regulation of endothelial cell chemotaxis (GO:2001028)	1.6948172174062637	0.0443462774040552																																								
																												152	regulation of mononuclear cell migration (GO:0071675)	1.7148559875034746	0.0346307367602377																	152.0	granulocyte chemotaxis (GO:0071621)	1.6929177087397271	0.0454085967350619																																								
																												153	superoxide metabolic process (GO:0006801)	1.713186020037133	0.0355582750309913																	153.0	negative regulation of secretion by cell (GO:1903531)	1.6913255788078687	0.0463246734018708																																								
																												154	positive regulation of calcium ion import (GO:0090280)	1.712758690204841	0.0355605098057669																	154.0	negative regulation of protein binding (GO:0032091)	1.6911368337989603	0.0461887277431293																																								
																												155	positive regulation of immunoglobulin production (GO:0002639)	1.71256388331165	0.0354640767396904																	155.0	regulation of T cell receptor signaling pathway (GO:0050856)	1.691007885892425	0.0459922638919039																																								
																												156	cellular response to interferon-gamma (GO:0071346)	1.7116348963457055	0.0359961419750265																	156.0	positive regulation of monooxygenase activity (GO:0032770)	1.6908489901320096	0.0458106756685222																																								
																												157	neutrophil activation involved in immune response (GO:0002283)	1.7091482446032056	0.0374304510712118																	157.0	lipoprotein catabolic process (GO:0042159)	1.6870079625548362	0.0482993129515892																																								
																												158	regulation of osteoclast differentiation (GO:0045670)	1.7090471814742894	0.0372660100161967																	158.0	peptidyl-lysine trimethylation (GO:0018023)	-2.1585042382391166	0.0452598064149695																																								
																												159	toll-like receptor 4 signaling pathway (GO:0034142)	1.708771206977993	0.0372190323265446																																																												
																												160	positive regulation of lymphocyte differentiation (GO:0045621)	1.7076145491069332	0.0379627319950658																																																												
																												161	defense response to bacterium (GO:0042742)	1.7069740793826436	0.0381906587911895																																																												
																												162	immunoglobulin mediated immune response (GO:0016064)	1.7053099904727618	0.0391206658007834																																																												
																												163	regulation of superoxide anion generation (GO:0032928)	1.7050330593366896	0.0391010560405421																																																												
																												164	dendritic cell chemotaxis (GO:0002407)	1.7048078937113489	0.0390630322002754																																																												
																												165	regulation of inflammatory response to antigenic stimulus (GO:0002861)	1.704280661985997	0.0391614221812627																																																												
																												166	positive regulation of leukocyte apoptotic process (GO:2000108)	1.7037542065486466	0.0393384902371698																																																												
																												167	neutrophil degranulation (GO:0043312)	1.702923906749804	0.0397882309404479																																																												
																												168	regulation of platelet activation (GO:0010543)	1.702395285167522	0.039941284276854																																																												
																												169	negative regulation of B cell proliferation (GO:0030889)	1.7022196447505853	0.0397908171108048																																																												
																												170	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	1.7012225303418218	0.0403740010469129																																																												
																												171	erythrocyte differentiation (GO:0030218)	1.6995926647493982	0.0415289340928599																																																												
																												172	positive regulation of mononuclear cell migration (GO:0071677)	1.6993920230345685	0.041413407300836																																																												
																												173	activation of phospholipase C activity (GO:0007202)	1.6982322216460812	0.0419477327319279																																																												
																												174	positive regulation of leukocyte degranulation (GO:0043302)	1.697237840767305	0.0425873293233671																																																												
																												175	B cell mediated immunity (GO:0019724)	1.695980400541813	0.0432429724893328																																																												
																												176	neutrophil mediated immunity (GO:0002446)	1.6951192516054912	0.0436999475405903																																																												
																												177	microglial cell activation (GO:0001774)	1.694958257992272	0.0435754691784113																																																												
																												178	prostaglandin metabolic process (GO:0006693)	1.6947190791993514	0.043538346516499																																																												
																												179	negative regulation of phagocytosis (GO:0050765)	1.6944334826561314	0.0435757253201279																																																												
																												180	receptor metabolic process (GO:0043112)	1.6942279607931496	0.043436993447354																																																												
																												181	positive regulation of alpha-beta T cell differentiation (GO:0046638)	1.692043081498459	0.0448498305132659																																																												
																												182	dendritic cell migration (GO:0036336)	1.6914065529517222	0.045142899019694																																																												
																												183	cholesterol efflux (GO:0033344)	1.691324166295202	0.0449700355384652																																																												
																												184	macrophage migration (GO:1905517)	1.687306067494093	0.0480373921150704																																																												
																												185	regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	1.6870422807661216	0.0479997389477619																																																												
