gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.Epithelial.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.FibCollagen.0	MeV.FibCollagen.1	MeV.FibCollagen.2	MeV.FibCollagen.3	MeV.FibLaminin.0	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC094731290	0.0	0.002	0.0	0.0027	0.0007	0.0111	0.0	0.0	0.0	0.0348	0.0022	0.0	0.0062	0.0026	0.0289	0.2666	0.2897	0.278	0.0067	0.0551	0.2053	0.0943	0.0	0.2992	0.0609	0.1651	0.1438	0.0258	0.0958	0.0	0.0	0.0083	0.0132	0.0057	0.0073
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0F416B44F	0.0	0.0011	0.0	0.0098	0.0096	0.0103	0.0148	0.0	0.0	0.0	0.1267	0.0291	0.0222	0.0896	0.18	0.1516	0.1667	0.1508	0.016	0.0407	0.1611	0.0745	0.0306	0.4049	0.0219	0.1038	0.0968	0.0733	0.0655	0.0788	0.1446	0.0225	0.0111	0.029	0.0626
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0B7534B27	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0393	0.0034	0.0	0.0044	0.0014	0.1179	0.0716	0.1214	0.1317	0.0159	0.0709	0.0986	0.0223	0.0	0.1243	0.0253	0.1163	0.0698	0.0101	0.0658	0.0	0.0263	0.0016	0.0039	0.0	0.0077
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC073C44F4A	0.0	0.0036	0.0	0.0029	0.001	0.0053	0.0075	0.0	0.0	0.0	0.0011	0.0	0.0084	0.0	0.0	0.0027	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.025	0.02
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC029073BCD	0.0	0.0	0.0052	0.0004	0.002	0.0012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0005	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC061770B43	0.0	0.0	0.0	0.0008	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0F16DF8F0	0.0	0.0016	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0065	0.0432	0.015	0.0303	0.0053	0.0058	0.0512	0.0079	0.1001	0.1106	0.0125	0.0	0.0688	0.0237	0.0321	0.0196	0.0	0.0	0.1389	0.1653	0.001	0.008
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0318621C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0065F5B8A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0017	0.0	0.0	0.0122	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC0DBDDA697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0735548E0	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0062	0.0275	0.002	0.0028	0.0033	0.0	0.0	0.0033	0.0	0.0083	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0093	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC07B9CD502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.1595	0.0057	0.0044	0.0	0.0	0.0283	0.0094	0.0142	0.0045	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.0046	0.0	0.0075
WNT2	P09544	False	WNT2_HUMAN		CPI-SC041A30C3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.0033	0.0	0.0	0.0	0.0551	0.0359	0.0	0.0	0.0	0.0043	0.0	0.0046	0.0	0.0	0.0004	0.0	0.0	0.0054
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC04091DFF6	0.0	0.0	0.0	0.0043	0.0076	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0012	0.0107	0.0027	0.0	0.0135	0.0008	0.0015	0.0	0.0009	0.0	0.0188	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0066	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC02CD1EEDE	0.0	0.001	0.0	0.0	0.0011	0.0029	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0045	0.0011	0.0017	0.0	0.0	0.0	0.0023	0.0	0.0	0.0007	0.0047	0.0	0.0	0.0	0.001	0.0034	0.0	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0B7D84FC7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC047C4B365	0.0	0.002	0.0	0.0027	0.0007	0.0111	0.0	0.0	0.0	0.0348	0.0022	0.0	0.0062	0.0026	0.0289	0.2666	0.2897	0.278	0.0067	0.0551	0.2053	0.0943	0.0	0.2992	0.0609	0.1651	0.1438	0.0258	0.0958	0.0	0.0	0.0083	0.0132	0.0057	0.0073
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC056F0C465	0.0	0.0011	0.0	0.0098	0.0096	0.0103	0.0148	0.0	0.0	0.0	0.1267	0.0291	0.0222	0.0896	0.18	0.1516	0.1667	0.1508	0.016	0.0407	0.1611	0.0745	0.0306	0.4049	0.0219	0.1038	0.0968	0.0733	0.0655	0.0788	0.1446	0.0225	0.0111	0.029	0.0626
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0750A0484	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0393	0.0034	0.0	0.0044	0.0014	0.1179	0.0716	0.1214	0.1317	0.0159	0.0709	0.0986	0.0223	0.0	0.1243	0.0253	0.1163	0.0698	0.0101	0.0658	0.0	0.0263	0.0016	0.0039	0.0	0.0077
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC019E7AAA2	0.0	0.0036	0.0	0.0029	0.001	0.0053	0.0075	0.0	0.0	0.0	0.0011	0.0	0.0084	0.0	0.0	0.0027	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.025	0.02
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC03A2FEB5C	0.0	0.0	0.0052	0.0004	0.002	0.0012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0005	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0E6761C90	0.0	0.0	0.0	0.0008	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0552DC1E5	0.0	0.0016	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0065	0.0432	0.015	0.0303	0.0053	0.0058	0.0512	0.0079	0.1001	0.1106	0.0125	0.0	0.0688	0.0237	0.0321	0.0196	0.0	0.0	0.1389	0.1653	0.001	0.008
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0199BFBB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC012DB3194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0017	0.0	0.0	0.0122	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC081332276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08E2BBB8C	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0062	0.0275	0.002	0.0028	0.0033	0.0	0.0	0.0033	0.0	0.0083	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0093	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04CC06812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.1595	0.0057	0.0044	0.0	0.0	0.0283	0.0094	0.0142	0.0045	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.0046	0.0	0.0075
WNT2	P09544	False	WNT2_HUMAN		CPI-SC03346B36E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.0033	0.0	0.0	0.0	0.0551	0.0359	0.0	0.0	0.0	0.0043	0.0	0.0046	0.0	0.0	0.0004	0.0	0.0	0.0054
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0FBD05A5F	0.0	0.0	0.0	0.0043	0.0076	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0012	0.0107	0.0027	0.0	0.0135	0.0008	0.0015	0.0	0.0009	0.0	0.0188	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0066	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0AA850318	0.0	0.001	0.0	0.0	0.0011	0.0029	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0045	0.0011	0.0017	0.0	0.0	0.0	0.0023	0.0	0.0	0.0007	0.0047	0.0	0.0	0.0	0.001	0.0034	0.0	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC00806A658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0A1AC8874	0.0	0.002	0.0	0.0027	0.0007	0.0111	0.0	0.0	0.0	0.0348	0.0022	0.0	0.0062	0.0026	0.0289	0.2666	0.2897	0.278	0.0067	0.0551	0.2053	0.0943	0.0	0.2992	0.0609	0.1651	0.1438	0.0258	0.0958	0.0	0.0	0.0083	0.0132	0.0057	0.0073
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC027A59AFB	0.0	0.0	0.0281	0.0053	0.0049	0.001	0.0	0.0	0.0	0.1118	0.0909	0.0253	0.0506	0.0	0.0055	0.0413	0.0748	0.0564	0.1171	0.1006	0.0524	0.0978	0.0074	0.0635	0.1314	0.061	0.0471	0.0	0.0913	0.0179	0.0	0.0102	0.0	0.0082	0.0378
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01FEEE70F	0.0	0.0011	0.0	0.0098	0.0096	0.0103	0.0148	0.0	0.0	0.0	0.1267	0.0291	0.0222	0.0896	0.18	0.1516	0.1667	0.1508	0.016	0.0407	0.1611	0.0745	0.0306	0.4049	0.0219	0.1038	0.0968	0.0733	0.0655	0.0788	0.1446	0.0225	0.0111	0.029	0.0626
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC03754EC20	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0393	0.0034	0.0	0.0044	0.0014	0.1179	0.0716	0.1214	0.1317	0.0159	0.0709	0.0986	0.0223	0.0	0.1243	0.0253	0.1163	0.0698	0.0101	0.0658	0.0	0.0263	0.0016	0.0039	0.0	0.0077
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC032AE5D59	0.0	0.0036	0.0	0.0029	0.001	0.0053	0.0075	0.0	0.0	0.0	0.0011	0.0	0.0084	0.0	0.0	0.0027	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.025	0.02
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0F9CBA955	0.0	0.0	0.0052	0.0004	0.002	0.0012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0005	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0763E7AF2	0.0	0.0	0.0	0.0008	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0B092EF65	0.0	0.0016	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0065	0.0432	0.015	0.0303	0.0053	0.0058	0.0512	0.0079	0.1001	0.1106	0.0125	0.0	0.0688	0.0237	0.0321	0.0196	0.0	0.0	0.1389	0.1653	0.001	0.008
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0B1D0028B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0991BCC7F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0017	0.0	0.0	0.0122	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC02A954FD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0FD6A26C5	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0062	0.0275	0.002	0.0028	0.0033	0.0	0.0	0.0033	0.0	0.0083	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0093	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0B3222CB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.1595	0.0057	0.0044	0.0	0.0	0.0283	0.0094	0.0142	0.0045	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.0046	0.0	0.0075
WNT2	P09544	False	WNT2_HUMAN		CPI-SC059A22B9E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.0033	0.0	0.0	0.0	0.0551	0.0359	0.0	0.0	0.0	0.0043	0.0	0.0046	0.0	0.0	0.0004	0.0	0.0	0.0054
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC081C6762E	0.0	0.0	0.0	0.0043	0.0076	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0012	0.0107	0.0027	0.0	0.0135	0.0008	0.0015	0.0	0.0009	0.0	0.0188	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0066	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0ACB46CDE	0.0	0.001	0.0	0.0	0.0011	0.0029	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0045	0.0011	0.0017	0.0	0.0	0.0	0.0023	0.0	0.0	0.0007	0.0047	0.0	0.0	0.0	0.001	0.0034	0.0	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03E162C20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC033C6423D	0.0	0.002	0.0	0.0027	0.0007	0.0111	0.0	0.0	0.0	0.0348	0.0022	0.0	0.0062	0.0026	0.0289	0.2666	0.2897	0.278	0.0067	0.0551	0.2053	0.0943	0.0	0.2992	0.0609	0.1651	0.1438	0.0258	0.0958	0.0	0.0	0.0083	0.0132	0.0057	0.0073
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0DD562B41	0.0	0.0	0.0281	0.0053	0.0049	0.001	0.0	0.0	0.0	0.1118	0.0909	0.0253	0.0506	0.0	0.0055	0.0413	0.0748	0.0564	0.1171	0.1006	0.0524	0.0978	0.0074	0.0635	0.1314	0.061	0.0471	0.0	0.0913	0.0179	0.0	0.0102	0.0	0.0082	0.0378
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0D06695E4	0.0	0.0011	0.0	0.0098	0.0096	0.0103	0.0148	0.0	0.0	0.0	0.1267	0.0291	0.0222	0.0896	0.18	0.1516	0.1667	0.1508	0.016	0.0407	0.1611	0.0745	0.0306	0.4049	0.0219	0.1038	0.0968	0.0733	0.0655	0.0788	0.1446	0.0225	0.0111	0.029	0.0626
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC07E1924FB	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0393	0.0034	0.0	0.0044	0.0014	0.1179	0.0716	0.1214	0.1317	0.0159	0.0709	0.0986	0.0223	0.0	0.1243	0.0253	0.1163	0.0698	0.0101	0.0658	0.0	0.0263	0.0016	0.0039	0.0	0.0077
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC07F714A57	0.0	0.0036	0.0	0.0029	0.001	0.0053	0.0075	0.0	0.0	0.0	0.0011	0.0	0.0084	0.0	0.0	0.0027	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.025	0.02
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0171B2960	0.0	0.0	0.0052	0.0004	0.002	0.0012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0005	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0B3B59128	0.0	0.0	0.0	0.0008	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0EDC637EC	0.0	0.0016	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0065	0.0432	0.015	0.0303	0.0053	0.0058	0.0512	0.0079	0.1001	0.1106	0.0125	0.0	0.0688	0.0237	0.0321	0.0196	0.0	0.0	0.1389	0.1653	0.001	0.008
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC09A9169B5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0F00C86AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0017	0.0	0.0	0.0122	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC06419700D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0714EE585	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0062	0.0275	0.002	0.0028	0.0033	0.0	0.0	0.0033	0.0	0.0083	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0093	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0115378E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.1595	0.0057	0.0044	0.0	0.0	0.0283	0.0094	0.0142	0.0045	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.0046	0.0	0.0075
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B3337FB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.0033	0.0	0.0	0.0	0.0551	0.0359	0.0	0.0	0.0	0.0043	0.0	0.0046	0.0	0.0	0.0004	0.0	0.0	0.0054
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0DE64F872	0.0	0.0	0.0	0.0043	0.0076	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0012	0.0107	0.0027	0.0	0.0135	0.0008	0.0015	0.0	0.0009	0.0	0.0188	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0066	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC026062296	0.0	0.001	0.0	0.0	0.0011	0.0029	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0045	0.0011	0.0017	0.0	0.0	0.0	0.0023	0.0	0.0	0.0007	0.0047	0.0	0.0	0.0	0.001	0.0034	0.0	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0E5329148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC052C897AB	0.0	0.002	0.0	0.0027	0.0007	0.0111	0.0	0.0	0.0	0.0348	0.0022	0.0	0.0062	0.0026	0.0289	0.2666	0.2897	0.278	0.0067	0.0551	0.2053	0.0943	0.0	0.2992	0.0609	0.1651	0.1438	0.0258	0.0958	0.0	0.0	0.0083	0.0132	0.0057	0.0073
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC09CB5E882	0.0	0.0	0.0281	0.0053	0.0049	0.001	0.0	0.0	0.0	0.1118	0.0909	0.0253	0.0506	0.0	0.0055	0.0413	0.0748	0.0564	0.1171	0.1006	0.0524	0.0978	0.0074	0.0635	0.1314	0.061	0.0471	0.0	0.0913	0.0179	0.0	0.0102	0.0	0.0082	0.0378
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01F6AC0E2	0.0	0.0011	0.0	0.0098	0.0096	0.0103	0.0148	0.0	0.0	0.0	0.1267	0.0291	0.0222	0.0896	0.18	0.1516	0.1667	0.1508	0.016	0.0407	0.1611	0.0745	0.0306	0.4049	0.0219	0.1038	0.0968	0.0733	0.0655	0.0788	0.1446	0.0225	0.0111	0.029	0.0626
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0CBE0F4A0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0393	0.0034	0.0	0.0044	0.0014	0.1179	0.0716	0.1214	0.1317	0.0159	0.0709	0.0986	0.0223	0.0	0.1243	0.0253	0.1163	0.0698	0.0101	0.0658	0.0	0.0263	0.0016	0.0039	0.0	0.0077
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC06078DB4B	0.0	0.0036	0.0	0.0029	0.001	0.0053	0.0075	0.0	0.0	0.0	0.0011	0.0	0.0084	0.0	0.0	0.0027	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.025	0.02
