gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.Epithelial.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.FibCollagen.0	MeV.FibCollagen.1	MeV.FibCollagen.2	MeV.FibCollagen.3	MeV.FibLaminin.0	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0185A7BDE	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0B6D1BF72	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC01CC760EE	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0F68FD442	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0B9D5B3BB	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC08F2BED38	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC061351B3F	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC077E857AE	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC07648DD90	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC028E09B43	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC05E81C125	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0D8F589A1	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC09F5F81CF	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0B9D5B3BB	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC08F2BED38	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC061351B3F	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC077E857AE	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC07648DD90	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC028E09B43	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC05E81C125	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0D8F589A1	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC09F5F81CF	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	0.0	0.0	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.013	0.0211	0.0	0.0325	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0694	0.0	0.0	0.0	0.0093	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC0B95D4E55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC006391BC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC0E5131C5E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC0CC357E07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC02FACCE0B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC08A288087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC0D7F9CEEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC002829D48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC02B89D65A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC0F159BD5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC0A8070937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD9_LRP5	CPI-SC09DD54D04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B95D4E55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC006391BC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0E5131C5E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0CC357E07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02FACCE0B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC08A288087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0D7F9CEEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC002829D48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02B89D65A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0F159BD5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0A8070937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC09DD54D04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01B29532D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0259C1693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC08CF56014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC05963EDDE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09206543A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01B29532D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0259C1693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0047	0.0	0.0	0.0
